Time,/fdm/jsbsim/attitude/phi-rad,/fdm/jsbsim/attitude/theta-rad,/fdm/jsbsim/attitude/psi-rad,/fdm/jsbsim/attitude/roll-rad,/fdm/jsbsim/attitude/pitch-rad,/fdm/jsbsim/attitude/heading-true-rad
15.1999392,-0.00184545061280785199,0.0204655899181384986,3.49070033432441695,-0.00184545061280785199,0.0204655899181384986,3.49070033432441695
15.249939,-0.00184488508183175371,0.0204653213707721542,3.49070105002555175,-0.00184488508183175371,0.0204653213707721542,3.49070105002555175
15.2999388,-0.00184431894019897527,0.0204650523981769784,3.49070177117827329,-0.00184431894019897527,0.0204650523981769784,3.49070177117827329
15.3499386,-0.00184375220779221241,0.0204647830343094653,3.49070249778910835,-0.00184375220779221241,0.0204647830343094653,3.49070249778910835
15.3999384,-0.00184318490442407891,0.0204645133130878128,3.49070322986460235,-0.00184318490442407891,0.0204645133130878128,3.49070322986460235
15.4499382,-0.00184261704981307159,0.0204642432683848144,3.49070396741130784,-0.00184261704981307159,0.0204642432683848144,3.49070396741130784
15.499938,-0.00184204866356209025,0.0204639729340242264,3.4907047104357658,-0.00184204866356209025,0.0204639729340242264,3.4907047104357658
15.5499378,-0.00184147976513782748,0.0204637023437755153,3.49070545894449324,-0.00184147976513782748,0.0204637023437755153,3.49070545894449324
15.5999376,-0.00184091037385259631,0.0204634315313489482,3.49070621294396188,-0.00184091037385259631,0.0204634315313489482,3.49070621294396188
15.6499374,-0.00184034050884641833,0.0204631605303934282,3.49070697244058126,-0.00184034050884641833,0.0204631605303934282,3.49070697244058126
15.6999372,-0.00183977018907231153,0.0204628893744896977,3.49070773744068097,-0.00183977018907231153,0.0204628893744896977,3.49070773744068097
15.749937,-0.00183919943328337892,0.0204626180971487701,3.49070850795048893,-0.00183919943328337892,0.0204626180971487701,3.49070850795048893
15.7999368,-0.00183862826002102958,0.0204623467318071281,3.49070928397611491,-0.00183862826002102958,0.0204623467318071281,3.49070928397611491
15.8499366,-0.00183805668760612202,0.0204620753118238893,3.4907100655235288,-0.00183805668760612202,0.0204620753118238893,3.4907100655235288
15.8999364,-0.00183748473413242511,0.0204618038704767122,3.4907108525985433,-0.00183748473413242511,0.0204618038704767122,3.4907108525985433
15.9499362,-0.00183691241746044035,0.020461532440960644,3.49071164520679522,-0.00183691241746044035,0.020461532440960644,3.49071164520679522
15.999936,-0.0018363397552157584,0.0204612610563822371,3.49071244335372821,-0.0018363397552157584,0.0204612610563822371,3.49071244335372821
16.0499358,-0.00183576676478638826,0.0204609897497595866,3.49071324704457542,-0.00183576676478638826,0.0204609897497595866,3.49071324704457542
16.0999356,-0.0018351934633258995,0.020460718554018275,3.4907140562843435,-0.0018351934633258995,0.020460718554018275,3.4907140562843435
16.1499354,-0.00183461986775361225,0.0204604475019883394,3.49071487107780065,-0.00183461986775361225,0.0204604475019883394,3.49071487107780065
16.1999352,-0.0018340459947607515,0.0204601766264038872,3.49071569142945881,-0.0018340459947607515,0.0204601766264038872,3.49071569142945881
16.249935,-0.00183347186081577211,0.0204599059598981614,3.49071651734356658,-0.00183347186081577211,0.0204599059598981614,3.49071651734356658
16.2999348,-0.00183289748217123068,0.0204596355350040206,3.49071734882409723,-0.00183289748217123068,0.0204596355350040206,3.49071734882409723
16.3499346,-0.00183232287487336836,0.020459365384149112,3.49071818587473848,-0.00183232287487336836,0.020459365384149112,3.49071818587473848
16.3999344,-0.00183174805477165793,0.0204590955396554315,3.4907190284988876,-0.00183174805477165793,0.0204590955396554315,3.4907190284988876
16.4499342,-0.00183117303752892827,0.0204588260337365026,3.49071987669964523,-0.00183117303752892827,0.0204588260337365026,3.49071987669964523
16.499934,-0.00183059783863399146,0.0204585568984943823,3.4907207304798118,-0.00183059783863399146,0.0204585568984943823,3.4907207304798118
16.5499338,-0.00183002247341261287,0.020458288165919887,3.49072158984188619,-0.00183002247341261287,0.020458288165919887,3.49072158984188619
16.5999336,-0.0018294469570418971,0.0204580198678876966,3.49072245478806265,-0.0018294469570418971,0.0204580198678876966,3.49072245478806265
16.6499334,-0.00182887130456178284,0.0204577520361558587,3.49072332532023522,-0.00182887130456178284,0.0204577520361558587,3.49072332532023522
16.6999332,-0.00182829553088899332,0.0204574847023633564,3.49072420143999862,-0.00182829553088899332,0.0204574847023633564,3.49072420143999862
16.749933,-0.00182771965082974817,0.0204572178980264863,3.49072508314865315,-0.00182771965082974817,0.0204572178980264863,3.49072508314865315
16.7999328,-0.00182714367909288613,0.0204569516545381226,3.49072597044721,-0.00182714367909288613,0.0204569516545381226,3.49072597044721
16.8499326,-0.00182656763030265867,0.0204566860031648035,3.49072686333639748,-0.00182656763030265867,0.0204566860031648035,3.49072686333639748
16.8999324,-0.00182599151901040725,0.0204564209750429868,3.49072776181667033,-0.00182599151901040725,0.0204564209750429868,3.49072776181667033
16.9499322,-0.00182541535970602597,0.0204561566011784574,3.49072866588821817,-0.00182541535970602597,0.0204561566011784574,3.49072866588821817
16.999932,-0.00182483916682961629,0.0204558929124421147,3.49072957555097529,-0.00182483916682961629,0.0204558929124421147,3.49072957555097529
17.0499318,-0.00182426295477961897,0.0204556299395669411,3.49073049080463216,-0.00182426295477961897,0.0204556299395669411,3.49073049080463216
17.0999316,-0.00182368673792370514,0.0204553677131462629,3.49073141164864609,-0.00182368673792370514,0.0204553677131462629,3.49073141164864609
17.1499314,-0.00182311053060517196,0.0204551062636296847,3.49073233808225458,-0.00182311053060517196,0.0204551062636296847,3.49073233808225458
17.1999312,-0.00182253434715097659,0.0204548456213211431,3.49073327010448553,-0.00182253434715097659,0.0204548456213211431,3.49073327010448553
17.249931,-0.00182195820187632516,0.0204545858163744793,3.49073420771417364,-0.00182195820187632516,0.0204545858163744793,3.49073420771417364
17.2999308,-0.00182138210909044726,0.0204543268787914581,3.49073515090996889,-0.00182138210909044726,0.0204543268787914581,3.49073515090996889
17.3499306,-0.00182080608309857371,0.0204540688384175981,3.49073609969035292,-0.00182080608309857371,0.0204540688384175981,3.49073609969035292
17.3999304,-0.00182023013820520373,0.0204538117249385004,3.49073705405364976,-0.00182023013820520373,0.0204538117249385004,3.49073705405364976
17.4499302,-0.00181965428871424021,0.0204535555678778402,3.49073801399803907,-0.00181965428871424021,0.0204535555678778402,3.49073801399803907
17.49993,-0.00181907854892913328,0.0204533003965915276,3.4907389795215682,-0.00181907854892913328,0.0204533003965915276,3.4907389795215682
17.5499298,-0.00181850293315017134,0.0204530462402663891,3.49073995062216458,-0.00181850293315017134,0.0204530462402663891,3.49073995062216458
17.5999296,-0.00181792745567392285,0.0204527931279151233,3.49074092729764462,-0.00181792745567392285,0.0204527931279151233,3.49074092729764462
17.6499294,-0.00181735213078788958,0.0204525410883726749,3.49074190954572572,-0.00181735213078788958,0.0204525410883726749,3.49074190954572572
17.6999292,-0.00181677697276582967,0.0204522901502938517,3.49074289736403642,-0.00181677697276582967,0.0204522901502938517,3.49074289736403642
17.749929,-0.00181620199586310328,0.0204520403421474053,3.4907438907501227,-0.00181620199586310328,0.0204520403421474053,3.4907438907501227
17.7999288,-0.00181562721430908133,0.0204517916922138838,3.49074488970145991,-0.00181562721430908133,0.0204517916922138838,3.49074488970145991
17.8499286,-0.00181505264230011169,0.0204515442285816973,3.49074589421545545,-0.00181505264230011169,0.0204515442285816973,3.49074589421545545
17.8999284,-0.00181447829399143819,0.0204512979791433049,3.49074690428945855,-0.00181447829399143819,0.0204512979791433049,3.49074690428945855
17.9499282,-0.00181390418348849813,0.0204510529715904998,3.49074791992076294,-0.00181390418348849813,0.0204510529715904998,3.49074791992076294
17.999928,-0.00181333032483788504,0.0204508092334133307,3.49074894110661216,-0.00181333032483788504,0.0204508092334133307,3.49074894110661216
18.0499278,-0.00181275673201786278,0.0204505667918937484,3.49074996784420177,-0.00181275673201786278,0.0204505667918937484,3.49074996784420177
18.0999276,-0.00181218341892806062,0.0204503256741032785,3.49075100013068385,-0.00181218341892806062,0.0204503256741032785,3.49075100013068385
18.1499274,-0.00181161039937979243,0.0204500859068999993,3.49075203796316469,-0.00181161039937979243,0.0204500859068999993,3.49075203796316469
18.1999272,-0.00181103768708602386,0.0204498475169240974,3.49075308133870799,-0.00181103768708602386,0.0204498475169240974,3.49075308133870799
