Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),navigation/actual-heading-rad,systems/mixture-cmd-norm,guidance/wp-heading-rad,guidance/wp-distance,guidance/wp-heading-deg,guidance/selected_target_heading,guidance/angle-to-heading-rad,ap/roll-control-autopilot-on,ap/roll-autopilot-windup-trigger,ap/limited-roll-angle-rad,ap/roll-attitude-selector,ap/limited-roll-angle-error,ap/roll-rate-pid-control,ap/total-limited-roll-rate,ap/roll-rate-saturation,ap/limited-roll-rate-error,ap/roll-command-pid-control,ap/roll-cmd-smoother,ap/roll-cmd-norm-output,ap/roll-command-selector-steering,fcs/attitude/sensor/phi-rad,fcs/wing-leveler-ap-on-off,fcs/roll-ap-error-pid,fcs/roll-ap-autoswitch,fcs/heading-true-degrees,fcs/heading-error,fcs/heading-error-bias-switch,fcs/heading-corrected,fcs/heading-command,fcs/heading-roll-error-lag,fcs/heading-roll-error,fcs/heading-roll-error-switch,fcs/heading-pi-controller,fcs/roll-command-selector,fcs/altitude-error,fcs/alt-error-lag,fcs/hdot-command,fcs/hdot-error,fcs/ap-alt-hold-switch,fcs/windup-trigger,fcs/altitude-hold-pid,fcs/elevator,fcs/pitch-trim-sum,fcs/elevator-control,fcs/elevator-actuator,fcs/roll-trim-sum,fcs/left-aileron-control,fcs/left-aileron-actuator,fcs/right-aileron-control,fcs/right-aileron-actuator,fcs/effective-aileron-pos,fcs/yaw-trim-sum,fcs/rudder-control,fcs/flaps-control,fcs/flap-position-normalizer,IO320 Power Available (engine 0 in ft-lbs/sec),IO320 HP (engine 0),IO320 equivalent ratio (engine 0),IO320 MAP (engine 0 in inHg),Fixed-Pitch 75-inch Two-Blade Propeller Torque (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Pitch (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller PFactor Yaw (engine 0),Fixed-Pitch 75-inch Two-Blade Propeller Thrust (engine 0 in lbs),Fixed-Pitch 75-inch Two-Blade Propeller RPM (engine 0),Fuel Tank 0,Fuel Tank 1,/fdm/jsbsim/position/vrp-gc-latitude_deg,/fdm/jsbsim/position/vrp-longitude_deg,/fdm/jsbsim/position/vrp-radius-ft
4.5999816,0.0001440335204493236,-4.178988199945841e-05,5.764537502198171e-05,4.017967125697945e-05,-5.181948158385952e-05,2.96035169160136e-05,-0.002470557511586073,0.0009387762945071357,-0.003050200690106983,29.41511475,4812151.25,162.027925266,997.077139664,161.994089527638,-0.0002093496097828051,3.311121267229169,-0.0008940018404091088,1.787797561478288e-05,-1.403052529269644e-06,0.02245582712137839,-0.06682122898514464,0.0005146181099142666,0.5541793087406472,0.08151164167110189,-32.05780334486784,161.9940895276383,-0.0002093496098229556,3.311121267229165,-894.554410463805,-427.9638923381622,-103.8370647430771,-12.00620746225554,123.8013066742689,-103.8370647511067,-152.2548131335888,-55.42129937350349,-0.004627856910210504, 2095.584685,-10.78153586, 13.55550255,-10.78153586, 1505.001547, 3.981036001, 13.55550255, 3.981036001, 3150.295434,77.07915218,2479.948419,45.48946391309432,4.227507281580352,35.42651751127465,2000.0085422657,2000.0085422657,-0.110512064742973,1.172583723294256,199.9995034905871,-0.1736444573052309,-0.009909639111857219,-0.002726517419934681,0.9847547753790804,0.3396926245091679,0.586392706228457,0.726682099292589,-0.1126305533214353,-0.3397074051897291,-0.5862973186636919,-0.7267590615061877,0.112585965130366,1.1709492705359,-7.4029517232189e-05,46.99849935996,47.190046546519,121.99919906332,-7566557.067825005,12102328.38765426,15305137.79153275,-7563379.763314874,12104314.30602964,15305137.79153275,0.015041006711798,2000.0085422657,0,3.49364984,0.92947372,5.14102827,41031451.1,294.58092,5.14102827,1.64737843,0,1,0.523,0,0.00192879939,0.057863729,0.348,0,0.0578612209,0.144653052,0.144654965,0,0,0,-1,-0.0963969892,0,200.014236,-200.014236,360,30,0.5235,0.51652871,0.51845751,0,0,0,-100,-99.9822672,-9.9982233,-10.0028512,0,0,0,-0,0.198415303,0.0796339819,0.0816339819,-0.042155946,-0.0147124251,-0.0147124251,0.0110343189,0.0110343189,-0.025746744,-0.0022026822,-0.000614988871,0,0,48731.3,88.6024,1.29953,17.089,209.726,4.04451,-0.000255719,237.483,2218.85,129.974,129.974,46.9984984237257351,121.999200070753133,20927646.594319839
4.6999812,0.0001480947017618688,-4.704340126677225e-05,6.068429403291324e-05,4.115088405093441e-05,-5.339590955232269e-05,3.128951136007727e-05,-0.002466496468928123,0.0009335222532674424,-0.003047161819142599,29.41508157,4812148.514,162.027835006,997.077987486,161.9939992505907,-0.0002075442723139531,3.311121202497532,-0.0009114584141175497,1.749582655113935e-05,-1.121138360815621e-06,0.02247066405094778,-0.06684111908642265,0.0005163456591965598,0.5541838829047818,0.0815113831689073,-32.05778787387474,161.993999250591,-0.0002075442723541035,3.311121202497528,-894.5521641512747,-427.9705754297341,-103.8370131906911,-12.00617919662453,123.8012345252184,-103.837013198935,-152.2547380069074,-55.42124187470638,-0.004739059419368807, 2095.581585,-10.78153342, 13.55551639,-10.78153342, 1505.001334, 3.981059301, 13.55551639, 3.981059301, 3150.292465,77.07911908,2479.947354,45.48946283481099,4.227509097308324,35.42650721458682,2000.009009771,2000.009009771,-0.1104973568129076,1.172623676108388,199.9994931323122,-0.1736443667300138,-0.009910004985688652,-0.002726450665046133,0.9847547878537932,0.3396925836768286,0.5863927825623169,0.7266820416518568,-0.1126306509486422,-0.3397077748614802,-0.5862947452065592,-0.7267611415362859,0.1125848241745265,1.1709499000228,-7.339116064556e-05,46.998457675763,47.190004883189,121.99917681581,-7566646.522795481,12102285.5911017,15305127.40786974,-7563380.963928971,12104326.68610682,15305127.40786974,0.015458812453792,2000.009009771,0,3.49364966,0.929473704,5.14102769,41031452.4,294.580886,5.14102769,1.64737803,0,1,0.523,0,0.00192854269,0.0578560207,0.348,0,0.057853442,0.144633605,0.144635571,0,0,0,-1,-0.096382933,0,200.014225,-200.014225,360,30,0.5235,0.516868703,0.518797246,0,0,0,-100,-99.9839547,-9.99839186,-10.0031309,0,0,0,-0,0.198415303,0.0796339819,0.0816339819,-0.042155946,-0.0147124251,-0.0147124251,0.0110343189,0.0110343189,-0.025746744,-0.0022026822,-0.000614988871,0,0,48731.3,88.6024,1.29953,17.089,209.726,4.04452,-0.000253514,237.483,2218.85,129.974,129.974,46.9984567395301909,121.999177823248843,20927646.5947884545
4.7999808,0.0001522612599809875,-5.245244457092617e-05,6.388473188505358e-05,4.229557754512112e-05,-5.492674114190003e-05,3.28178016983201e-05,-0.002462330072918717,0.0009281126799194037,-0.003043961412066938,29.41504776,4812145.727,162.027743021,997.078834847,161.9939072469739,-0.0002057861723301357,3.311121167919254,-0.0009285317065053089,1.690467165016418e-05,-8.366205648258074e-07,0.02248585529730818,-0.06686089762586889,0.0005175666708190363,0.5541885339787287,0.08151113368747812,-32.05777196628389,161.9939072469743,-0.0002057861723702861,3.31112116791925,-894.5499163373659,-427.977260504852,-103.8369614909495,-12.00614948060075,123.8011603820039,-103.8369614994072,-152.2546609807058,-55.42118454933176,-0.004848691899473678, 2095.578486,-10.78153098, 13.55553022,-10.78153098, 1505.001121, 3.981082601, 13.55553022, 3.981082601, 3150.289496,77.07908597,2479.946289,45.48946175652683,4.227510913037701,35.42649691789103,2000.0094883144,2000.0094883144,-0.1104822316817559,1.172663096981819,199.9994830865921,-0.1736442788084155,-0.009910366912963419,-0.002726379545884324,0.9847547999122369,0.3396925444253515,0.5863928615654216,0.7266819804351301,-0.1126307529827796,-0.3397081461108999,-0.5862921744117932,-0.7267632179816544,0.1125836876241994,1.1709505526478,-7.276950810469e-05,46.998415991588,47.18996321988,121.99915456835,-7566735.977541251,12102242.79388073,15305117.02421189,-7563382.164540168,12104339.06617668,15305117.02421189,0.015876618195787,2000.0094883144,0,3.49364948,0.929473688,5.1410271,41031453.7,294.580853,5.1410271,1.64737762,0,1,0.523,0,0.00192827871,0.0578480939,0.348,0,0.0578454425,0.144613606,0.144615629,0,0,0,-1,-0.096368481,0,200.014215,-200.014215,360,30,0.5235,0.517192115,0.519120393,0,0,0,-100,-99.9854816,-9.99854436,-10.0033931,0,0,0,-0,0.198415303,0.0796339819,0.0816339819,-0.042155946,-0.0147124251,-0.0147124251,0.0110343189,0.0110343189,-0.025746744,-0.0022026822,-0.000614988871,0,0,48731.3,88.6024,1.29953,17.089,209.726,4.04452,-0.000251367,237.483,2218.85,129.973,129.973,46.9984150553554727,121.99915557578494,20927646.595268108
4.8999804,0.000156549026434499,-5.801252672491253e-05,6.723004185353849e-05,4.357959404126266e-05,-5.641368175862258e-05,3.417097832378882e-05,-0.002458042492798788,0.0009225520597404848,-0.003040616115097831,29.41501332,4812142.888,162.027649349,997.079681714,161.9938135553801,-0.0002040936183185238,3.311121163683623,-0.0009452164305888688,1.616115491819003e-05,-5.499385693497061e-07,0.02250140369954856,-0.0668805504274772,0.0005182894681432515,0.5541932589483023,0.0815108954219278,-32.05775563538619,161.9938135553805,-0.0002040936183586741,3.31112116368362,-894.5476669865054,-427.9839475516515,-103.8369096940891,-12.00611827866565,123.8010842564366,-103.83690970276,-152.2545820828108,-55.42112743376296,-0.004956711600383912, 2095.575386,-10.78152854, 13.55554406,-10.78152854, 1505.000907, 3.981105901, 13.55554406, 3.981105901, 3150.286527,77.07905286,2479.945224,45.48946067824184,4.227512728768478,35.4264866211873,2000.0099777468,2000.0099777468,-0.11046667774187,1.172701970598243,199.9994733688626,-0.1736441936721927,-0.0099107247792804,-0.002726303940830061,0.9847548115326706,0.3396925068094073,0.5863929433538397,0.7266819155069961,-0.1126308595283154,-0.3397085189927228,-0.5862896063955212,-0.7267652907069259,0.1125825555838278,1.1709512281989,-7.2171033798737e-05,46.998374307434,47.189921556591,121.99913232093,-7566825.432062165,12102199.99599116,15305106.64055922,-7563383.365148321,12104351.44623903,15305106.64055922,0.016294423937781,2000.0099777468,0,3.49364931,0.929473671,5.14102652,41031455,294.58082,5.14102652,1.64737721,0,1,0.523,0,0.00192800724,0.0578399422,0.348,0,0.0578372163,0.144593041,0.14459512,0,0,0,-1,-0.0963536182,0,200.014206,-200.014206,360,30,0.5235,0.517499753,0.51942776,0,0,0,-100,-99.9868632,-9.99868233,-10.003639,0,0,0,-0,0.198415303,0.0796339819,0.0816339819,-0.042155946,-0.0147124251,-0.0147124251,0.0110343189,0.0110343189,-0.025746744,-0.0022026822,-0.000614988871,0,0,48731.3,88.6024,1.29953,17.089,209.726,4.04453,-0.0002493,237.483,2218.85,129.973,129.973,46.9983733712020992,121.999133328361324,20927646.5957586505
4.99998,0.0001609701809485661,-6.371935305245197e-05,7.070226580181162e-05,4.49639905115962e-05,-5.785885467172424e-05,3.534099242852052e-05,-0.002453621549316703,0.0009168446873413466,-0.003037143885909179,29.41497827,4812139.998,162.027554029,997.080528055,161.9937182149367,-0.0002024790742005678,3.311121189916562,-0.0009615071614071935,1.532532131878761e-05,-2.61957993075157e-07,0.02251731203761587,-0.06690006330743614,0.0005185221888481806,0.5541980551701041,0.08151066969386386,-32.057738894358,161.993718214937,-0.000202479074240718,3.311121189916559,-894.5454160628371,-427.9906365568493,-103.8368578495219,-12.00608555501701,123.8010061617454,-103.8368578584051,-152.2545013412559,-55.42107056537498,-0.005063077092753332, 2095.572286, -10.7815261,  13.5555579, -10.7815261, 1505.000694, 3.981129201,  13.5555579, 3.981129201, 3150.283559,77.07901976,2479.944159,45.48945959995601,4.22751454450065,35.42647632447565,2000.0104778931,2000.0104778931,-0.1104506820012845,1.172740282078107,199.999463992826,-0.173644111438079,-0.009911078476130791,-0.002726223716879812,0.9847548226959744,0.339692470871908,0.5863930280372941,0.7266818467408162,-0.112630970701605,-0.3397088935499265,-0.5862870412675252,-0.7267673595855082,0.1125814281697427,1.1709519264379,-7.1600145192734e-05,46.998332623301,47.189879893324,121.99911007354,-7566914.886358065,12102157.19743279,15305096.25691172,-7563384.565753276,12104363.82629367,15305096.25691172,0.016712229679775,2000.0104778931,0,3.49364915,0.929473654,5.14102594,41031456.3,294.580786,5.14102594,1.64737679,0,1,0.523,0,0.00192772806,0.0578315591,0.348,0,0.0578287561,0.14457189,0.144574029,0,0,0,-1,-0.0963383298,0,200.014196,-200.014196,360,30,0.5235,0.517792388,0.519720116,0,0,0,-100,-99.9881133,-9.99880714,-10.0038702,0,0,0,-0,0.198415303,0.0796339819,0.0816339819,-0.042155946,-0.0147124251,-0.0147124251,0.0110343189,0.0110343189,-0.025746744,-0.0022026822,-0.000614988871,0,0,48731.3,88.6024,1.29953,17.089,209.726,4.04453,-0.000247328,237.483,2218.85,129.972,129.972,46.9983316870705607,121.999111080977954,20927646.5962599069
5.0999796,0.01524686831203487,-2.454182291199864,-0.00602447266886791,0.2026374132524546,-81.72925246206763,-0.3521362286526945,0.01263006036452049,-2.453201747512811,-0.009130459419982934,29.41137347,4811845.057,162.017629189,997.083371677,161.9869581043615,1.953256173692353e-06,3.152391481272105,-0.1461326115082618,0.01798529451013996,-7.873667850495295,-0.2931807690075434,0.2420073128491005,0.8713444701779167,0.2511685369370567,0.08123412863841913,-32.99349576302463,161.9869581043619,1.953256133542499e-06,3.152391481272101,-894.5580817164207,-427.979964262718,-103.7990303414089,-12.02096423545807,123.8182938300657,-103.7990303414089,-152.2452060158191,-55.41757020194003,-0.04822934004651769, 2095.569187,-10.78152366, 13.55557173,-10.78152366, 1505.000481, 3.981152502, 13.55557173, 3.981152502,  3150.28059,77.07898665,2479.943093,45.48945852166942,4.227516360234159,35.42646602775645,2000.0120093077,2000.0120093077,-0.1101246796897414,1.131933175419866,199.9994672892326,-0.1736443963698,-0.009560890323857209,-0.002661592930130635,0.9847584114434653,0.339949784121499,0.586353428898896,0.7265606838062627,-0.1128422502488741,-0.3399666488582488,-0.5862448104190038,-0.7266483283482478,0.112791430656657,1.1148794516091,6.9074787305783e-07,46.998290939725,47.189838230603,121.99908782649,-7567004.340784243,12102114.398636,15305085.8741489,-7563385.766710202,12104376.20677109,15305085.8741489,0.01713003542177,2000.0120093077,0,3.49364921,0.929473602,5.14102535,41031457.6,294.580753,5.14102535,1.64737615,0,1,0.523,0,0.00192203825,0.0576387345,0.348,0,0.0574145285,0.143536321,0.143835298,0,0,0,-1,-0.0922917161,0,200.0142,-200.0142,360,30,0.5235,0.518070751,0.519992789,0,0,0,-100,-99.9892445,-9.99891965,-10.047149,0,0,0,-0,0.507371349,0.203633491,0.160407115,-0.042155946,-0.0147124251,-0.0147124251,0.0110343189,0.0110343189,-0.025746744,-0.0022026822,-0.000614988871,0,0,48731.3,88.6023,1.29953,17.089,209.731,3.85105,2.38615e-06,237.495,2218.85,129.972,129.972,46.9982900030192141,121.999088833668011,20927646.5976263843
5.1999792,-0.1210719216123471,-14.38104118317549,-0.1088992811184371,-4.446298805386681,-151.0468728494263,-1.986089839651844,-0.1237282914548558,-14.38006076330684,-0.1119715408072441,29.39548211,4810544.754,161.973862418,997.092606699,161.9693659421602,0.01111441863331208,1.206846928383186,-0.2379916444587848,0.3009162222291455,-35.1458285427215,2.05832680225091,-3.635405382663091,-3.707255492770898,-0.4184168100151722,0.07739632658470075,-26.55459365237522,161.9693659421605,0.01111441863327196,1.206846928383178,-894.5069602600111,-428.0927911560463,-103.863018160017,-11.97209348815541,123.7120630453922,-103.863018160017,-152.2040379144044,-55.40267986092285,0.07754690771316941, 2095.566087,-10.78152122, 13.55558557,-10.78152122, 1505.000268, 3.981175802, 13.55558557, 3.981175802, 3150.277621,77.07895355,2479.942028,45.48945744338335,4.227518175966725,35.42645573104257,2000.0158795789,2000.0158795789,-0.1112631690815154,0.3994681416054485,199.9968816837804,-0.1736235751378844,-0.00326448725363452,-0.001561447562586785,0.984805442288384,0.3445889233837965,0.5855915952681466,0.7243942691492201,-0.1165928825283543,-0.3446067736548698,-0.5854806591536131,-0.7244839345230343,0.116540112949387,0.42690761615447,0.0039315558104227,46.998249263329,47.189796575037,121.99906558333,-7567093.795627309,12102071.59838657,15305075.49487711,-7563386.968306077,12104388.58645714,15305075.49487711,0.017547841163764,2000.0158795789,0,3.49360408,0.92947347,5.14102477,41031458.9,294.580719,5.14102477,1.64742069,0,1,0.523,0,0.00194190864,0.058414219,0.348,0,0.0599744264,0.149936066,0.147614044,0,0,0,-1,-0.12377861,0,200.011614,-200.011614,360,30,0.5235,0.518335538,0.520277446,0,0,0,-100,-99.990268,-9.99902045,-9.92147354,0,0,0,-0,0.786147696,0.315520378,0.274918992,-0.042155946,-0.0147124251,-0.0147124251,0.0110343189,0.0110343189,-0.025746744,-0.0022026822,-0.000614988871,0,0,48731.2,88.6021,1.29953,17.089,209.743,1.47482,0.0135823,237.525,2218.84,129.971,129.971,46.998248318142771,121.999066586053374,20927646.5984562226
5.2999788,-1.009077107319535,-29.90744879762767,-0.3914625170138023,-15.01435966997782,-129.1182836367532,-3.618381707117819,-1.011847614462781,-29.90646711772303,-0.3944318432317388,29.38194211,4809439.494,161.936406991,997.101766724,161.8985509911598,0.0738991737845005,-3.500519256208079,-1.409581468294097,1.125968977448086,-59.92430805742523,8.959739695919451,-14.53215445824908,-17.75787673088482,-0.6663618793286843,0.06461078725163169,-7.461547375515814,161.8985509911601,0.07389917378446051,-3.500519256208099,-893.9976897773566,-428.9363312120011,-104.8507875157566,-11.46530746924763,122.8749730056915,-104.8507875157565,-152.1621623050642,-55.38884179797962,1.467131934702594, 2095.562988,-10.78151878, 13.55559941,-10.78151878, 1505.000055, 3.981199102, 13.55559941, 3.981199102, 3150.274652,77.07892044,2479.940963,45.48945636510236,4.227519991690793,35.42644543437689,1999.9545386136,1999.9545386136,-0.1552258609417946,-1.757807190576578,199.9793171767839,-0.1734293935648006,0.01534154582957143,0.001326981344771571,0.9847259118860513,0.3583670218818103,0.5830175149681317,0.7179393144812297,-0.1273844401415198,-0.3583869887902411,-0.5829049493886156,-0.7180307110532593,0.127328253849921,-1.2386382243621,0.026146751017804,46.998207599102,47.189754932229,121.99904334642,-7567183.226251512,12102028.75618162,15305065.07093749,-7563388.145917871,12104400.92484126,15305065.07093749,0.017965646905758,1999.9545386136,0,3.49329752,0.929475559,5.14102419,41031460.2,294.580686,5.14102419,1.64772667,0,1,0.523,0,0.00270920236,0.0828195698,0.348,0,0.0983973274,0.245993319,0.229466416,0,0,0,-1,-0.397854963,0,199.994048,-199.994048,360,30,0.5235,0.518587411,0.521296613,0,0,0,-100,-99.9911941,-9.99916487,-8.53203294,0,0,0,-0,1,0.40135,0.34,-0.042155946,-0.0147124251,-0.0147124251,0.0110343189,0.0110343189,-0.025746744,-0.0022026822,-0.000614988871,0,0,48730.7,88.6013,1.29953,17.089,209.794,-4.28128,0.0903818,237.647,2218.82,129.97,129.97,46.9982066294959253,121.99904433727086,20927646.5276666023
5.3999784,-3.028295495438255,-39.15368275502319,-0.7528905721187991,-25.51618494879037,-56.49014331636685,-3.199562003540539,-3.031241810245573,-39.15269462972163,-0.7556832663195813,29.39262926,4810328.199,161.965105069,997.118498136,161.6812646956674,0.245247453311336,-9.581427867208959,-2.902342054790816,2.462287857604752,-60.43366758710406,18.34875401637222,-29.74999060114245,-36.06028805892996,0.6231639684869493,0.03905040009271441,18.12088418879659,161.6812646956677,0.2452474533112964,-9.581427867208998,-892.6341688814429,-431.1402731252211,-107.5527998695602,-10.10473062334833,120.6771930363241,-107.5527998695601,-152.1146496910969,-55.37803182632469,5.205977360281379, 2095.559888,-10.78151634, 13.55561324,-10.78151634, 1504.999842, 3.981222401, 13.55561324, 3.981222401, 3150.271683,77.07888734,2479.939898,45.48945528684414,4.227521807376499,35.42643513792876,1999.6423389912,1999.6423389912,-0.337169073567083,-5.233855077103409,199.9374218358008,-0.1727967555831828,0.04547742237067622,0.005008953049567823,0.9838943010830951,0.3808506025751879,0.5779529877012279,0.7072330983117461,-0.1440295357824518,-0.3808737037404331,-0.5778395217664536,-0.7073258078319522,0.1439684356330829,-3.3914509698543,0.086757264008965,46.998165945467,47.189713302302,121.99902111388,-7567272.565356098,12101985.7652697,15305054.46616744,-7563389.232279996,12104413.11514989,15305054.46616744,0.018383452647753,1999.6423389912,0,3.49256631,0.929486189,5.14102361,41031461.5,294.580653,5.14102361,1.6484573,0,1,0.523,0,0.00588471047,0.174,0.348,0,0.223242654,0.558106636,0.525279216,0,0,0,-1,-1.11804079,0,199.95215,-199.95215,360,30,0.5235,0.518827,0.524711711,0,0,0,-100,-99.9920321,-9.99956085,-4.79358349,0,0,0,-0,1,0.40135,0.34,-0.042155946,-0.0147124251,-0.0147124251,0.0110343189,0.0110343189,-0.025746744,-0.0022026822,-0.000614988871,0,0,48728.8,88.5979,1.29952,17.089,209.945,-11.7405,0.300512,238.016,2218.74,129.97,129.97,46.9981649383919091,121.999022089030973,20927646.1988276765
5.499978,-5.855790150499923,-42.85008946656801,-0.9859690940494319,-29.76218501324192,-18.26185057862409,-1.114456800360533,-5.858930619423172,-42.84908605046265,-0.9885355925427336,29.43414039,4813760.494,162.077486421,997.182281504,161.378509565769,0.5581009021817103,-15.02587030430944,-2.961619504251743,3.872379179431513,-49.38841092197107,26.6565459279848,-43.94727819192963,-50.09811578734001,2.976469354976015,-0.001087205654538381,39.62834259933599,161.3785095657693,0.5581009021816715,-15.0258703043095,-890.3540830351526,-434.8703929987064,-111.9368154893118,-7.828143405052753,116.9529012621305,-111.9368154893118,-151.9125601320854,-55.33514781857178,11.38890226054688, 2095.556789, -10.7815139, 13.55562708, -10.7815139, 1504.999629, 3.981245699, 13.55562708, 3.981245699, 3150.268714,77.07885423,2479.938833,45.48945420865515,4.227523622945622,35.42642484214173,1998.8312673569,1998.8312673569,-0.7590278448676577,-9.350987168629919,199.887260414202,-0.1715690057194636,0.08142596593074958,0.007572648656038838,0.9817721443089589,0.4080492261666016,0.5704306873637416,0.6940805195844005,-0.1623480590337177,-0.4080758574337952,-0.5703168005551068,-0.6941741019062931,0.1622811074242801,-5.3194439506111,0.19729383849739,46.998124321447,47.18967170654,121.99899889075,-7567361.721626954,12101942.47725804,15305043.50392663,-7563390.136130282,12104425.00895827,15305043.50392663,0.018801258389747,1998.8312673569,0,3.49169083,0.929513807,5.14102302,41031462.8,294.580619,5.14102302,1.6493322,0,1,0.523,0,0.013247535,0.174,0.348,0,0.27180915,0.679522876,0.666496066,0,0,0,-1,-2.30467478,0,199.901984,-199.901984,360,30,0.5235,0.519054904,0.532302439,0,0,0,-100,-99.9927904,-10.0004477,1.38845457,0,0,0,-0,1,0.40135,0.34,-0.042155946,-0.0147124251,-0.0147124251,0.0110343189,0.0110343189,-0.025746744,-0.0022026822,-0.000614988871,0,0,48724.5,88.59,1.29952,17.089,210.139,-18.4525,0.685375,238.503,2218.55,129.969,129.969,46.9981232733579262,121.998999853075588,20927645.3657042943
5.5999776,-8.612046534090606,-43.19672393929052,-0.9902267473695148,-25.12883246604866,10.36819201820193,1.278370849056226,-8.615372952926768,-43.19569583720128,-0.9925363463119764,29.52130437,4820951.296,162.313649265,997.313120703,161.1200582503192,0.9961321603940938,-19.62282568129793,-1.974809934471711,4.859559953414912,-41.5999439440049,30.70808923704912,-51.14279941377575,-54.50512656804221,5.15765772598097,-0.05403387692843959,48.60387973195897,161.1200582503195,0.9961321603940566,-19.62282568129801,-887.4836872839309,-439.6291963515955,-117.1850470225695,-4.961677109397317,112.1996758113234,-117.1850470225695,-151.4331398794985,-55.24728246178088,19.01217148066624,  2095.55369,-10.78151146, 13.55564091,-10.78151146, 1504.999416, 3.981268994, 13.55564091, 3.981268994, 3150.265746,77.07882114,2479.937768,45.48945313059561,4.22752543829676,35.42641454759088,1997.3185873181,1997.3185873181,-1.471390176061868,-13.67721531742831,199.8686096836404,-0.1697714121970125,0.1194773814618292,0.007983204374401871,0.9781815227081183,0.4373582960379889,0.560718385810819,0.6796985011913526,-0.1797847606964648,-0.4373884430223948,-0.5606043802694045,-0.6797925341829067,0.1797114053208188,-6.9438602888058,0.35163109919548,46.998082789648,47.18963020937,121.99897669433,-7567450.616534165,12101898.7584497,15305032.05154385,-7563390.778990156,12104436.47253916,15305032.05154385,0.019219064131742,1997.3185873181,0,3.49136531,0.929565316,5.14102244,41031464.1,294.580586,5.14102244,1.64965713,0,1,0.523,0,0.0256806032,0.174,0.348,0,0.320601999,0.801504998,0.79011476,0,0,0,-1,-3.78236896,0,199.883332,-199.883332,360,30,0.5235,0.519271694,0.544952297,0,0,0,-100,-99.9934765,-10.0020289,9.0101426,0,0,0,-0,1,0.40135,0.34,-0.042155946,-0.0147124251,-0.0147124251,0.0110343189,0.0110343189,-0.025746744,-0.0022026822,-0.000614988871,0,0,48717.9,88.578,1.29952,17.089,210.278,-24.1252,1.22469,238.88,2218.26,129.969,129.969,46.9980817030448605,121.998977649858389,20927643.8271100037
