Time,/fdm/jsbsim/forces/fbx-aero-lbs,/fdm/jsbsim/forces/fby-aero-lbs,/fdm/jsbsim/forces/fbz-aero-lbs,/fdm/jsbsim/forces/fwx-aero-lbs,/fdm/jsbsim/forces/fwy-aero-lbs,/fdm/jsbsim/forces/fwz-aero-lbs,/fdm/jsbsim/forces/fbx-gear-lbs,/fdm/jsbsim/forces/fby-gear-lbs,/fdm/jsbsim/forces/fbz-gear-lbs,/fdm/jsbsim/forces/fbx-total-lbs,/fdm/jsbsim/forces/fby-total-lbs,/fdm/jsbsim/forces/fbz-total-lbs,/fdm/jsbsim/forces/load-factor,/fdm/jsbsim/moments/l-aero-lbsft,/fdm/jsbsim/moments/m-aero-lbsft,/fdm/jsbsim/moments/n-aero-lbsft,/fdm/jsbsim/moments/l-gear-lbsft,/fdm/jsbsim/moments/m-gear-lbsft,/fdm/jsbsim/moments/n-gear-lbsft,/fdm/jsbsim/moments/l-total-lbsft,/fdm/jsbsim/moments/m-total-lbsft,/fdm/jsbsim/moments/n-total-lbsft
30.2998788,-257.756143752894047,-8.35195671157066677,-3906.36330331345835,362.955331177556843,-4.37151468999154069,3898.00289375552029,0,0,0,-42.7753516722741551,-8.35195671157066677,-3906.36330331345835,-1.57225933728892198,-190.958944719299097,-133.216995907118871,-124.149231256805848,0,0,0,16.4540034936180177,-4.84305169277607206,3.91596973374601021
30.3498786,-257.373063293356154,-8.39683027302642415,-3902.11507842965329,362.526522117299749,-4.41104233712287552,3893.76020695198076,0,0,0,-42.2318383815768641,-8.39683027302642415,-3902.11507842965329,-1.57056026728115361,-190.979130759202462,-133.490690969479147,-123.814105380329707,0,0,0,16.5067691317141225,-5.01294092525796486,4.24015216102456804
30.3998784,-256.976536463501475,-8.44244572553420447,-3897.69526042188045,362.081246363332184,-4.45119266108209644,3889.34620678253123,0,0,0,-41.6717014637693239,-8.44244572553420447,-3897.69526042188045,-1.56879202192311729,-190.996704534724586,-133.764328479207734,-123.476988024678207,0,0,0,16.5626858504058703,-5.18206948198505302,4.56498955478136281
30.4498782,-256.566649363402803,-8.48871097274554387,-3893.10517355457614,361.619603540949015,-4.49188636380148942,3884.76221684528991,0,0,0,-41.0950638867303724,-8.48871097274554387,-3893.10517355457614,-1.56695513244623741,-191.011629980074531,-134.037844458228847,-123.138539313720656,0,0,0,16.6217759719849028,-5.35040875128078142,4.88982490183985874
30.499878,-256.143492215629294,-8.53553786794784841,-3888.34617986983721,361.141698148548073,-4.53304773517872128,3880.00959842319025,0,0,0,-40.5020533580870108,-8.53553786794784841,-3888.34617986983721,-1.56505014522336294,-191.023929475181149,-134.311176473299838,-122.79937959200015,0,0,0,16.6840032711441211,-5.51792783441888446,5.21404139157488089
30.5498778,-255.707159878428968,-8.58284344598196114,-3883.41967998769223,360.647640188484388,-4.57460568641737453,3875.08975126250607,0,0,0,-39.892802819103423,-8.58284344598196114,-3883.41967998769223,-1.56307762209031353,-191.033680612018088,-134.584263795414245,-122.460081788839275,0,0,0,16.7492762180102943,-5.68459388212548333,5.53707008363518582
30.5998776,-255.257752301881709,-8.63055101512711786,-3878.3271137922884,360.137545732781803,-4.61649466128136154,3870.00411423916557,0,0,0,-39.2674508815852334,-8.63055101512711786,-3878.3271137922884,-1.56103814062176016,-191.041012267246288,-134.857047522328912,-122.12116488926803,0,0,0,16.8174519145629517,-5.85037244715937277,5.85839646258936853
30.6498774,-254.795374922774101,-8.67859109879319668,-3873.06996100237711,359.611537418312423,-4.65865541703319153,3864.75416591143539,0,0,0,-38.6261422029661503,-8.67859109879319668,-3873.06996100237711,-1.55893229436286007,-191.046100077988285,-135.129470661909636,-121.783088559684856,0,0,0,16.8883406282392912,-6.01522784382140685,6.17756583173783724
30.6998772,-254.320138993388014,-8.72690221967457802,-3867.64974159863414,359.06974486488474,-4.70103566926278127,3859.34142493175295,0,0,0,-37.9690277956062232,-8.72690221967457802,-3867.64974159863414,-1.55676069300400277,-191.049161420713062,-135.401478178536081,-121.44624895467814,0,0,0,16.96171082197435,-6.17912351043182184,6.49418751940947914
30.749877,-253.832161842061225,-8.77543152201079479,-3862.06801610551474,358.512305013242326,-4.74359059735668787,3853.76745031551354,0,0,0,-37.2962652679219104,-8.77543152201079479,-3862.06801610551474,-1.55452396250083247,-191.050449997371516,-135.673017001797461,-121.110975711504949,0,0,0,17.0372945768213526,-6.34202236673715447,6.80793789147845985
30.7998768,-253.331567063841135,-8.82413523027059732,-3856.32638571934012,357.939362380488205,-4.78628320964181775,3848.03384155862932,0,0,0,-36.6080189958304061,-8.82413523027059732,-3856.32638571934012,-1.55222274513034675,-191.050250131712801,-135.944036002362509,-120.777530119811587,0,0,0,17.1147933040958833,-6.50388716401602096,7.11856218269315377
30.8498766,-252.818484641270771,-8.87297894550125221,-3850.42649227776792,357.351069232257487,-4.82908456972226041,3842.14223859905178,0,0,0,-35.9044602245829765,-8.87297894550125221,-3850.42649227776792,-1.54985769948684693,-191.048870882003257,-136.21448593313562,-120.446104434896824,0,0,0,17.1938836408372708,-6.6646808187469162,7.42587517880289738
30.8998764,-252.293050996046702,-8.92193778284169525,-3844.37001807068873,356.747585672164405,-4.87197388743572013,3836.09432162232451,0,0,0,-35.1857671018291853,-8.92193778284169525,-3844.37001807068873,-1.54742950041344951,-191.046640069109799,-136.484319341288938,-120.116822287711656,0,0,0,17.2742234295665469,-6.8243667283468028,7.72976079665207294
30.9498762,-251.755408973268231,-8.97099635618557656,-3838.15868548680555,356.129079649844471,-4.91493847995921129,3829.89181070539053,0,0,0,-34.4521246439391859,-8.97099635618557656,-3838.15868548680555,-1.54493883887017835,-191.043898318169113,-136.753490452206961,-119.789740128761736,0,0,0,17.3554576838542118,-6.98290906327792982,8.03017062539646531
30.999876,-251.205707761466101,-9.02014861811061941,-3831.79425650775011,355.495726891253867,-4.95797361037235085,3823.53646531042614,0,0,0,-33.7037246385259266,-9.02014861811061941,-3831.79425650775011,-1.54238642173866825,-191.040993205386258,-137.021955030991649,-119.464849630259209,0,0,0,17.4372244484297028,-7.14027303433087468,8.3271215050869074
31.0498758,-250.644102752284539,-9.06939756496479532,-3825.27853205168458,354.847710755134131,-5.00108221247135099,3817.03008363056051,0,0,0,-32.940765487098048,-9.06939756496479532,-3825.27853205168458,-1.53977297156894588,-191.038273596195495,-137.289670221241749,-119.142080960071326,0,0,0,17.5191604675725614,-7.29642512857279257,8.62069222957873649
31.0998756,-250.070755343792996,-9.11875481867437365,-3818.61335116965938,354.185222020135541,-5.04427451201926402,3810.37450179060852,0,0,0,-32.1634519922596382,-9.11875481867437365,-3818.61335116965938,-1.53709922626645512,-191.03608425147695,-137.55659436820406,-118.821306831007917,0,0,0,17.6009065846994588,-7.45133331559566159,8.91101947064223054
31.1498754,-249.485832692919359,-9.16824009812633278,-3811.80059010968807,353.508458608934916,-5.08756755566614594,3803.57159291761491,0,0,0,-31.3719950946337178,-9.16824009812633278,-3811.80059010968807,-1.53436593872555616,-191.034760771381798,-137.822686829117629,-118.502347222767796,0,0,0,17.6821128039123323,-7.60496722140038628,9.19829302663914916
31.1998752,-248.889507422865677,-9.21788059407441196,-3804.84216125913917,352.817625255938026,-5.13098465966735695,3796.62326609161255,0,0,0,-30.5666115653295378,-9.21788059407441196,-3804.84216125913917,-1.53157387641371612,-191.034624938009756,-138.087907773065126,-118.184974668338214,0,0,0,17.7624429523264098,-7.757298267531894,9.48275050458116198
31.249875,-248.281957291108881,-9.26771026218060889,-3797.74001197347479,352.112933125108668,-5.17455479105153771,3789.53146518442873,0,0,0,-29.7475236599163964,-9.26771026218060889,-3797.74001197347479,-1.52872382091154235,-191.035980506228043,-138.352217975144413,-117.868919993872794,0,0,0,17.841578893563991,-7.90829977652745697,9.76467154700600304
31.2998748,-247.663364824596812,-9.31776904944362983,-3790.49612330840273,351.394599385729919,-5.21831189438302623,3782.29816760337508,0,0,0,-28.9149587402532688,-9.31776904944362983,-3790.49612330840273,-1.52581656741094562,-191.039109484565188,-138.615578609490512,-117.553878399530674,0,0,0,17.9192242507286039,-8.05794704463741596,10.0443717168612778
