Time,/fdm/jsbsim/velocities/u-fps,/fdm/jsbsim/velocities/v-fps,/fdm/jsbsim/velocities/w-fps,/fdm/jsbsim/velocities/p-rad_sec,/fdm/jsbsim/velocities/q-rad_sec,/fdm/jsbsim/velocities/r-rad_sec,/fdm/jsbsim/velocities/p-aero-rad_sec,/fdm/jsbsim/velocities/q-aero-rad_sec,/fdm/jsbsim/velocities/r-aero-rad_sec,/fdm/jsbsim/velocities/phidot-rad_sec,/fdm/jsbsim/velocities/thetadot-rad_sec,/fdm/jsbsim/velocities/psidot-rad_sec,/fdm/jsbsim/velocities/u-aero-fps,/fdm/jsbsim/velocities/v-aero-fps,/fdm/jsbsim/velocities/w-aero-fps,/fdm/jsbsim/velocities/vc-fps,/fdm/jsbsim/velocities/vt-fps,/fdm/jsbsim/velocities/mach
51.1997952,167.40814424567165,-0.342866394161902122,5.38300496945460338,-9.55718100600402696e-05,0.064174953247401828,-0.00025736597658362545,-9.55718100600402696e-05,0.064174953247401828,-0.00025736597658362545,-1.60210839317298943e-05,0.0641740333318186335,-0.0004366185941675022,167.408144245671849,-0.342866394161844223,5.38300496945456342,162.755501463021972,167.495018014402717,0.151028411140074509
51.249795,167.710776225033868,-0.337555848815103587,5.38391583569215015,-9.46489907508307065e-05,0.0646622833093112442,-0.000259719008113624679,-9.46489907508307065e-05,0.0646622833093112442,-0.000259719008113624679,-1.58517012031404681e-05,0.0646613549920512232,-0.000440132186485167403,167.710776225034067,-0.337555848815045689,5.38391583569211019,163.054104005720177,167.797511768441723,0.151300229386151674
51.2997948,168.007547094421341,-0.332260667700229106,5.38483934850896162,-9.32134496462981582e-05,0.06513912240601967,-0.000259624461854416168,-9.32134496462981582e-05,0.06513912240601967,-0.000259624461854416168,-1.56456550211638587e-05,0.0651381922846088063,-0.000441129622332773271,168.00754709442154,-0.332260667700171208,5.38483934850892254,163.346964525690794,168.09414853779063,0.151566775710224366
51.3497946,168.298431774773917,-0.32700137346027347,5.38577434951616851,-9.12890365953235864e-05,0.0656055249379284694,-0.00025709325119720888,-9.12890365953235864e-05,0.0656055249379284694,-0.00025709325119720888,-1.53998556670830253e-05,0.0656045995872018978,-0.000439626536568705627,168.298431774774116,-0.327001373460215572,5.38577434951613032,163.6340569883304,168.384903222024178,0.151828027833395746
51.3997944,168.583406013848759,-0.321798244730842953,5.38671977231824428,-8.89047728233240136e-05,0.0660615455685705788,-0.000252161450785939813,-8.89047728233240136e-05,0.0660615455685705788,-0.000252161450785939813,-1.51119094049423673e-05,0.0660606314730391581,-0.000435663948002580333,168.583406013848958,-0.321798244730785055,5.38671977231820609,163.915356180870674,168.669751547946618,0.152083964218873546
51.4497942,168.862446385574373,-0.316671107125980456,5.38767463655658219,-8.60942195451066964e-05,0.0665072389466893482,-0.000244889158380759875,-8.60942195451066964e-05,0.0665072389466893482,-0.000244889158380759875,-1.47801226545247381e-05,0.0665063424358006278,-0.00042930702808700996,168.862446385574572,-0.316671107125922557,5.38767463655654488,164.190837712685237,168.948670068457574,0.152334564070750356
51.499794,169.13553028997103,-0.311639134596010337,5.38863804091072041,-8.28948167970429482e-05,0.0669426594454045343,-0.000235359125796898459,-8.28948167970429482e-05,0.0669426594454045343,-0.000235359125796898459,-1.44034978028379363e-05,0.0669417866323266386,-0.000420643642929850151,169.135530289971229,-0.311639134595952438,5.38863804091068399,164.460478016002639,169.221636162034372,0.152579807333369427
51.5497938,169.402635953616596,-0.306720663145444661,5.38960915537464302,-7.93472009470363386e-05,0.067367860922159184,-0.000223675179431708074,-7.93472009470363386e-05,0.067367860922159184,-0.000223675179431708074,-1.39817193490583209e-05,0.0673670176466657222,-0.000409782690325472161,169.402635953616794,-0.306720663145386763,5.3896091553746075,164.724254347219158,169.488628032816763,0.152819674691213547
51.5997936,169.663742430635239,-0.301933018716120216,5.39058721308987288,-7.54945113972101481e-05,0.0677828965012901713,-0.000209960452940699814,-7.54945113972101481e-05,0.0677828965012901713,-0.000209960452940699814,-1.35151313108062312e-05,0.06778208827726806,-0.000396852255393628122,169.663742430635438,-0.301933018716062318,5.39058721308983735,164.982144788700055,169.749624711275061,0.153054147569329169
51.6497934,169.918829604174533,-0.297292360840092584,5.39157150197928559,-7.13816968062102523e-05,0.0681878183797549331,-0.00019435545634432247,-7.13816968062102523e-05,0.0681878183797549331,-0.00019435545634432247,-1.30047069425093262e-05,0.0681870503477953471,-0.000381997609972780912,169.918829604174732,-0.297292360840034686,5.39157150197925095,165.234128250968695,170.004606055428212,0.153283208134258359
51.6997932,170.167878188333816,-0.292813543444367497,5.39256135637990042,-6.70548296253171603e-05,0.0685826776557706408,-0.000177016007243711762,-6.70548296253171603e-05,0.0685826776557706408,-0.000177016007243711762,-1.24520107186337395e-05,0.0685819545412372222,-0.00036537908214059184,170.167878188334015,-0.292813543444309599,5.39256135637986667,165.480184475414489,170.253552752573199,0.15350683929542347
51.749793,170.410869730502441,-0.288509993967707601,5.39355614883847068,-6.2560438502024348e-05,0.0689675241796759292,-0.000158111050912391278,-6.2560438502024348e-05,0.0689675241796759292,-0.000158111050912391278,-1.18591538382000551e-05,0.0689668502565744801,-0.0003471698231489896,170.41086973050264,-0.288509993967649703,5.39355614883843693,165.720294037310339,170.496446321480931,0.153725024706946545
51.7997928,170.64778661405856,-0.284393611707070448,5.39455528219626501,-5.79448667981313586e-05,0.069342406426154482,-0.00013782039675725962,-5.79448667981313586e-05,0.069342406426154482,-0.00013782039675725962,-1.12287438500678941e-05,0.0693417854870552602,-0.000327553499615062388,170.647786614058759,-0.28439361170701255,5.39455528219623215,165.95443834924717,170.733269115003992,0.153937748769825716
