Time,/fdm/jsbsim/forces/fbx-aero-lbs,/fdm/jsbsim/forces/fby-aero-lbs,/fdm/jsbsim/forces/fbz-aero-lbs,/fdm/jsbsim/forces/fwx-aero-lbs,/fdm/jsbsim/forces/fwy-aero-lbs,/fdm/jsbsim/forces/fwz-aero-lbs,/fdm/jsbsim/forces/fbx-gear-lbs,/fdm/jsbsim/forces/fby-gear-lbs,/fdm/jsbsim/forces/fbz-gear-lbs,/fdm/jsbsim/forces/fbx-total-lbs,/fdm/jsbsim/forces/fby-total-lbs,/fdm/jsbsim/forces/fbz-total-lbs,/fdm/jsbsim/forces/load-factor,/fdm/jsbsim/moments/l-aero-lbsft,/fdm/jsbsim/moments/m-aero-lbsft,/fdm/jsbsim/moments/n-aero-lbsft,/fdm/jsbsim/moments/l-gear-lbsft,/fdm/jsbsim/moments/m-gear-lbsft,/fdm/jsbsim/moments/n-gear-lbsft,/fdm/jsbsim/moments/l-total-lbsft,/fdm/jsbsim/moments/m-total-lbsft,/fdm/jsbsim/moments/n-total-lbsft
1.8999924,-194.770847180922232,6.28304489549494871,-2471.03269195686062,245.226894604537733,6.2827115964642708,2466.53644245973237,0,0,0,42.7106151883214125,6.28304489549494871,-2471.03269195686062,-0.994580591694186555,-209.724766301283012,-174.683106433624062,-87.7054265807983455,0,0,0,0.00102594503744057874,-0.000269203063169243251,0.00117436671067139287
1.9499922,-194.770795405895797,6.28304524576711287,-2471.03200596718216,245.226828001131537,6.28271189684588283,2466.53575775307354,0,0,0,42.71069170119776,6.28304524576711287,-2471.03200596718216,-0.994580529815110914,-209.724719644019046,-174.683038473540819,-87.7054728086802129,0,0,0,0.00107908745863483091,-0.000292108094100740345,0.00115166670835264995
1.999992,-194.770742175555796,6.28304612546348817,-2471.03131063895444,245.226760208698039,6.28271263959313586,2466.535063694359,0,0,0,42.7107701781782225,6.28304612546348817,-2471.03131063895444,-0.994580464164610212,-209.724674121680323,-174.682972123743411,-87.7055225095875812,0,0,0,0.00113114832504379592,-0.000316168608463840428,0.00112542018391081911
2.0499918,-194.770687466798506,6.28304746180880702,-2471.03060592892689,245.22669119843161,6.28271376095912171,2466.53436024127677,0,0,0,42.71085063817128,6.28304746180880702,-2471.03060592892689,-0.994580394730715245,-209.724630335099619,-174.68290715191381,-87.7055751226028235,0,0,0,0.0011815249423818841,-0.000341127702569110625,0.00109617260309846642
2.0999916,-194.770631256341915,6.28304917841144928,-2471.02989173522337,245.226620937010665,6.28271519424663705,2466.53364729321402,0,0,0,42.7109331003097452,6.28304917841144928,-2471.02989173522337,-0.994580321476100537,-209.724588808272756,-174.682843345401466,-87.7056300645193829,0,0,0,0.0012296915178353629,-0.000366751014382771245,0.00106449464614399858
2.1499914,-194.770573520374796,6.28305119620487407,-2471.02916792645101,245.226549388212163,6.28271687062423556,2466.53292472023395,0,0,0,42.7110175844211994,6.28305119620487407,-2471.02916792645101,-0.994580244349437703,-209.724549985674116,-174.682780521676023,-87.705686737521134,0,0,0,0.001275201954200611,-0.000392837323602179822,0.00103097433168386488
2.1999912,-194.770514234216222,6.28305343435494201,-2471.02843436152807,245.22647651402545,6.28271871990960395,2466.53219238280144,0,0,0,42.7111041112390808,6.28305343435494201,-2471.02843436152807,-0.994580163294810582,-209.724514232469346,-174.682718532485069,-87.705744536535974,0,0,0,0.00131768952564925712,-0.000419222987460443619,0.00099620924841303804
2.249991,-194.770453372292081,6.28305581120437928,-2471.02769090275888,245.226402275584576,6.28272067138342383,2466.53145014478469,0,0,0,42.7111927023734381,6.28305581120437928,-2471.02769090275888,-0.994580078256990796,-209.724481836841051,-174.682657263401779,-87.7058028567606129,0,0,0,0.00135686450801131286,-0.00044578167000963731,0.000960798581928656859
2.2999908,-194.770390908474553,6.28305824517396072,-2471.02693742708425,245.226326634196113,6.28272265456516177,2466.530697884657,0,0,0,42.7112833801867566,6.28305824517396072,-2471.02693742708425,-0.994579989185374491,-209.724453014227834,-174.682596630856324,-87.7058611008016982,0,0,0,0.00139251013220587083,-0.000472421303300052386,0.000925335630057588787
2.3499906,-194.770326816172997,6.2830606556533235,-2471.02617382768176,245.226249551699027,6.28272459997622956,2466.52993549706662,0,0,0,42.7113761674224293,6.2830606556533235,-2471.02617382768176,-0.994579896036831612,-209.724427911826297,-174.682536576542816,-87.7059186854814641,0,0,0,0.00142447783838406394,-0.000499078746770464932,0.00089040050119137959
