Time,/fdm/jsbsim/aero/alpha-rad,/fdm/jsbsim/aero/beta-rad,/fdm/jsbsim/aero/alpha-deg,/fdm/jsbsim/aero/beta-deg,/fdm/jsbsim/aero/Re,/fdm/jsbsim/aero/qbar-psf,/fdm/jsbsim/aero/alphadot-rad_sec,/fdm/jsbsim/aero/betadot-rad_sec,/fdm/jsbsim/aero/alphadot-deg_sec,/fdm/jsbsim/aero/betadot-deg_sec,/fdm/jsbsim/aero/coefficient/CDo,/fdm/jsbsim/aero/coefficient/CDDf,/fdm/jsbsim/aero/coefficient/CDwbh,/fdm/jsbsim/aero/coefficient/CDDe,/fdm/jsbsim/aero/coefficient/CDbeta,/fdm/jsbsim/aero/coefficient/CYb,/fdm/jsbsim/aero/coefficient/CYda,/fdm/jsbsim/aero/coefficient/CYdr,/fdm/jsbsim/aero/coefficient/CYp,/fdm/jsbsim/aero/coefficient/CYr,/fdm/jsbsim/aero/coefficient/CLwbh,/fdm/jsbsim/aero/coefficient/CLDf,/fdm/jsbsim/aero/coefficient/CLDe,/fdm/jsbsim/aero/coefficient/CLadot,/fdm/jsbsim/aero/coefficient/CLq,/fdm/jsbsim/aero/coefficient/Clb,/fdm/jsbsim/aero/coefficient/Clp,/fdm/jsbsim/aero/coefficient/Clr,/fdm/jsbsim/aero/coefficient/Clda,/fdm/jsbsim/aero/coefficient/Cldr,/fdm/jsbsim/aero/coefficient/Cmo,/fdm/jsbsim/aero/coefficient/Cmalpha,/fdm/jsbsim/aero/coefficient/CmDf,/fdm/jsbsim/aero/coefficient/Cmq,/fdm/jsbsim/aero/coefficient/Cmadot,/fdm/jsbsim/aero/coefficient/Cmde,/fdm/jsbsim/aero/coefficient/Cnb,/fdm/jsbsim/aero/coefficient/Cnp,/fdm/jsbsim/aero/coefficient/Cnr,/fdm/jsbsim/aero/coefficient/Cnda,/fdm/jsbsim/aero/coefficient/Cndr
54.7997808,0.0313263872357231743,-0.00150387977780902884,1.79486977599943143,-0.0861659641635293544,5173754.79675005283,33.9217536260379333,0.000485611039013041654,-0.000182848718251807526,0.0278234630204100518,-0.010476459845205276,188.876324189779211,0,88.1331702933896963,20.0440172327957669,1.50900119867202864,2.74687560183009483,8.94293875727760046,-0.355722688401280962,5.29646604969973088e-05,0.0614854485900601447,2461.73176127081842,0,115.921232996335519,0.068737947365608898,24.281923240805849,28.4759437389722407,0.0242205960975457948,1.22962329539021287,-1480.95065820517061,-1.92090251736691697,2892.16871415599417,-1630.8215476324965,0,-378.299911823426555,-1.03026052875042051,-2095.26793473491762,-20.7846920538475821,0.00154599549558802948,-1.04349589892844929,-34.1262542977713181,5.61896654739982448
54.8497806,0.0313520100753396438,-0.00151341404718653163,1.79633785656859568,-0.0867122375596010853,5169728.21471095458,33.8692590785481826,0.000504346811067066616,-0.000196408701415674343,0.0288969436850248368,-0.0112533896507632965,188.584034549356289,0,88.0511193620259291,20.0129987416495823,1.51621792448618842,2.76001240257048153,8.93627529253919128,-0.355172200895082946,9.09601882066336646e-05,0.0631565206020609782,2458.72752845678224,0,115.741842722540085,0.0713342499132025298,24.2057427471693209,28.6121285733144504,0.041595848228547061,1.26336704070603956,-1479.8471884444898,-1.91792988483344762,2887.69302903701828,-1629.62965693541992,0,-377.113058799489238,-1.06917452222847098,-2092.02546846043651,-20.8840938461168406,0.00265505414224768499,-1.07185637821783475,-34.1008265163295476,5.6102710916896763
54.8997804,0.0313786050727588375,-0.00152363312253592492,1.79786163767687679,-0.0872977474476474974,5165532.40148818493,33.8146092144974872,0.000523145174108159564,-0.000210214319211508155,0.0299740105490341746,-0.0120443932840352767,188.279744106321999,0,87.965351553930617,19.9807066959942148,1.52399291412208293,2.77416542601029947,8.92934111225391369,-0.354599111520777777,0.000131849669618429733,0.0648618361273629179,2455.59478974936928,0,115.555087058499879,0.073932822802171505,24.1262312430259449,28.7588482496400921,0.0602944975660494875,1.29782578922656544,-1478.69888818924824,-1.91483520221220016,2883.03358162805625,-1628.38029904934751,0,-375.87431034006579,-1.10812254411725286,-2088.64987328792904,-20.9911850568109095,0.0038485849510244358,-1.10079801884724504,-34.0743656843609344,5.60121861871595961
54.9497802,0.0314061752964324772,-0.00153454756451757964,1.79944129513360807,-0.0879230989089367088,5161168.32105504256,33.7578217845792778,0.000542008806872708152,-0.000224207140604677535,0.0310548170927275047,-0.0128461228933442508,187.963551696537422,0,87.875898815627238,19.9471515845328469,1.53233224314310212,2.78934573166110056,8.9221387675764916,-0.354003606422173489,0.000175601823264213069,0.0665935883414518065,2452.3346232827821,0,115.361026663881617,0.0765337746174703654,24.043415830032437,28.9162174182200786,0.0803022391792023033,1.33284487718923117,-1477.50617991066747,-1.91161947467973681,2878.19188535322974,-1627.07397998711417,0,-374.584088675069552,-1.147106221913615,-2085.14224563650077,-21.1060493695689964,0.00512567484122567873,-1.13018832785206791,-34.0468815370718971,5.59181206879106618
54.99978,0.0314347239451479646,-0.00154616503211472836,1.80107701221580707,-0.0885887307708833199,5156636.9566664435,33.6989149544887354,0.000560940222788802495,-0.000238329415798116493,0.032139507324926507,-0.0136552696590506017,187.635558466593267,0,87.782793744139596,19.9123441411889424,1.54123880243756495,2.80555858188533724,8.91467038361848019,-0.353385876095020812,0.00022216340458256021,0.0683440324769752083,2448.94813096876487,0,115.159723616542706,0.0791371898557843151,23.9573239740889505,29.0842906322116157,0.101594724473970777,1.36827075062036596,-1476.26941552722019,-1.90828373091311221,2873.16948901971,-1625.71121522921544,0,-373.242821709139719,-1.18612682207375575,-2081.50370755895119,-21.2287266029328521,0.00648476964727473081,-1.15989586546637935,-34.0183821838881215,5.58205445097032804
55.0497798,0.0314642543405246611,-0.00155849033550986473,1.80276897923824442,-0.089294918636642906,5151939.31069153547,33.6379072977699565,0.000579941792063728783,-0.000252524715588804043,0.0332282170485052389,-0.0144686004259799387,187.295867833983124,0,87.6860695606555964,19.8762953408797216,1.55071237446978949,2.82280358069668846,8.90693768676455555,-0.352746115312004949,0.000271460665609441919,0.0701055723960037486,2445.436437862616,0,114.951241388087709,0.081743132087712625,23.8679834936283619,29.2630637865562129,0.124138228705723164,1.40395268585854138,-1474.98888092821062,-1.90482902268482635,2867.96797620786674,-1624.29252918991369,0,-371.850942839194715,-1.22518529740877513,-2077.73540629996069,-21.3592137606054671,0.00792371672589722333,-1.18979171437789244,-33.9888742126935455,5.57194884186717854
55.0997796,0.0314947699206093445,-0.0015715255195945803,1.80451739318649018,-0.0900417796698732009,5147076.40444527008,33.5748177885646655,0.000599015764196776657,-0.000266738524890245505,0.0343210751502790248,-0.0152829917097563276,186.944585446728041,0,87.5857600865375758,19.839016395231436,1.56074974226642693,2.84107487215200871,8.89894203643916093,-0.352084523046704179,0.000323401101359265181,0.0718708411546579717,2441.80069156062882,0,114.735644819088463,0.0843516471748736452,23.7754225495930349,29.452476174642257,0.147890449594561241,1.43974439299943247,-1473.66480123432484,-1.90125642445220233,2862.5889646530236,-1622.8184547424014,0,-370.408890798275138,-1.26428233530340051,-2073.83851384819309,-21.4974665326165528,0.00943981593156774032,-1.21975084702476688,-33.9583628110518347,5.56149838445201983
55.1497794,0.0315262742345787939,-0.00158526997565309417,1.8063224574133947,-0.0908292789937290707,5142049.27801380586,33.5096657942225491,0.000618164290470348769,-0.000280918785621747679,0.0354182048896500776,-0.0160954608020664955,186.581819142231183,0,87.4818997215787562,19.8005187482129195,1.5713448281598601,2.86036139290860314,8.89068446050012007,-0.35140130239609807,0.000377875439248599471,0.0736327748696363332,2438.04206162610808,0,114.51300009383138,0.086962766476309919,23.6796696369779411,29.6524131064856711,0.172801417083413594,1.47550548851838159,-1472.29734665881983,-1.89756703293892959,2857.03410561541523,-1621.28953280117025,0,-368.917109523789691,-1.30341840577433921,-2069.81422647985755,-21.6434012063417924,0.0110298776861753375,-1.24965337921611397,-33.9268519012684564,5.55070628682816114
55.1997792,0.0315587709385513615,-0.00159972057859660466,1.80818438139910898,-0.0916572375538115408,5136858.99008170422,33.4424710678378929,0.000637389446696034253,-0.000295016384986904873,0.0365197252018615165,-0.0169031937469563132,186.207678905721366,0,87.3745234246595288,19.7608140717255196,1.58248885914039183,2.88064717322031028,8.8821656938074689,-0.35069666050230186,0.000434759825652453798,0.0753846793165493384,2434.16173904844527,0,114.283374714812581,0.0895765100810126252,23.5807535778665702,29.8627090290504533,0.19881449324431133,1.51110282567435039,-1470.88663889451664,-1.89376196671242991,2851.30508324385892,-1619.70631196436102,0,-367.376048049018777,-1.34259380992011912,-2065.66376429770798,-21.7968969440334241,0.0126902868028283822,-1.27938570040086597,-33.8943442875692966,5.5395758209955428
55.249779,0.0315922637925031766,-0.00161487184690713528,1.81010338057439601,-0.0925253412822752558,5131506.61775023118,33.3732537406281153,0.000656693255305842083,-0.000308985586056088977,0.0376257519637318086,-0.0177035700113901961,185.822276827817348,0,87.263666696552022,19.7199142610996958,1.5941705554425778,2.90191168022573409,8.87338621917320758,-0.349970808472644057,0.000493918169505157072,0.0771202888104356721,2430.16093572864884,0,114.046837476693241,0.0921928899361586368,23.4787035157681032,30.0831510850071915,0.225867444000736634,1.54641167365046961,-1469.43275789508334,-1.8898423657522776,2845.40361392595332,-1618.06934821123036,0,-365.786160414889764,-1.38180872680783651,-2061.38837076028858,-21.9577983803748147,0.0144170708936640409,-1.30884147295425102,-33.8608418123649599,5.52811032158829452
